periodname,city,age,career,surveyed,tested positive,tested negative,treatment eligible,treatment
21-May,Tokyo,35-39yrs,epidemiologist,,,,,
21-May,Washington D.C.,35-39yrs,astronaut,,,,,
21-May,Washington D.C.,35-39yrs,pilot,,,,,
21-May,Washington D.C.,35-39yrs,farmer,,,,,
21-May,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Apr,Baltimore,35-39yrs,surgeon,,,,,
21-Apr,Baltimore,35-39yrs,astronaut,,,,,
21-Apr,Baltimore,35-39yrs,pilot,,,,,
21-Apr,Baltimore,35-39yrs,farmer,,,,,
21-Apr,Baltimore,35-39yrs,epidemiologist,,,,,
21-Apr,Boston,35-39yrs,pilot,,,,,
21-Apr,Boston,35-39yrs,farmer,,,,,
21-Apr,Boston,35-39yrs,epidemiologist,,,,,
21-Apr,Chicago,35-39yrs,surgeon,,,,,
21-Apr,Chicago,35-39yrs,astronaut,,,,,
21-Apr,Chicago,35-39yrs,pilot,,,,,
21-Apr,Chicago,35-39yrs,farmer,,,,,
21-Apr,Chicago,35-39yrs,epidemiologist,,,,,
21-Apr,London,35-39yrs,surgeon,,,,,
21-Apr,London,35-39yrs,astronaut,,,,,
21-Apr,London,35-39yrs,pilot,,,,,
21-Apr,London,35-39yrs,farmer,,,,,
21-Apr,London,35-39yrs,epidemiologist,,,,,
21-Apr,New York,35-39yrs,surgeon,,,,,
21-Apr,New York,35-39yrs,pilot,,,,,
21-Apr,New York,35-39yrs,farmer,,,,,
21-Apr,New York,35-39yrs,epidemiologist,,,,,
21-Apr,Philadelphia,35-39yrs,pilot,,,,,
21-Apr,Philadelphia,35-39yrs,epidemiologist,,,,,
21-Apr,Tokyo,35-39yrs,pilot,,,,,
21-Apr,Tokyo,35-39yrs,farmer,,,,,
21-Apr,Tokyo,35-39yrs,epidemiologist,,,,,
21-Apr,Washington D.C.,35-39yrs,surgeon,,,,,
21-Apr,Washington D.C.,35-39yrs,astronaut,,,,,
21-Apr,Washington D.C.,35-39yrs,pilot,,,,,
21-Apr,Washington D.C.,35-39yrs,farmer,,,,,
21-Apr,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Mar,Baltimore,35-39yrs,surgeon,,,,,
21-Mar,Baltimore,35-39yrs,pilot,,,,,
21-Mar,Baltimore,35-39yrs,farmer,,,,,
21-Mar,Baltimore,35-39yrs,epidemiologist,,,,,
21-Mar,Boston,35-39yrs,pilot,,,,,
21-Mar,Boston,35-39yrs,farmer,,,,,
21-Mar,Boston,35-39yrs,epidemiologist,,,,,
21-Mar,Chicago,35-39yrs,pilot,,,,,
21-Mar,Chicago,35-39yrs,farmer,,,,,
21-Mar,Chicago,35-39yrs,epidemiologist,,,,,
21-Mar,London,35-39yrs,surgeon,,,,,
21-Mar,London,35-39yrs,pilot,,,,,
21-Mar,London,35-39yrs,farmer,,,,,
21-Mar,London,35-39yrs,epidemiologist,,,,,
21-Mar,New York,35-39yrs,pilot,,,,,
21-Mar,New York,35-39yrs,farmer,,,,,
21-Mar,New York,35-39yrs,epidemiologist,,,,,
21-Mar,Philadelphia,35-39yrs,surgeon,,,,,
21-Mar,Philadelphia,35-39yrs,astronaut,,,1,,
21-Mar,Philadelphia,35-39yrs,pilot,,,,,
21-Mar,Philadelphia,35-39yrs,epidemiologist,,,,,
21-Mar,Tokyo,35-39yrs,pilot,,,,,
21-Mar,Tokyo,35-39yrs,farmer,,,,,
21-Mar,Washington D.C.,35-39yrs,surgeon,,,,,
21-Mar,Washington D.C.,35-39yrs,astronaut,,,,,
21-Mar,Washington D.C.,35-39yrs,pilot,,,,,
21-Mar,Washington D.C.,35-39yrs,farmer,,,,,
21-Mar,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Feb,Baltimore,35-39yrs,surgeon,,,,,
21-Feb,Baltimore,35-39yrs,pilot,,,,,
21-Feb,Baltimore,35-39yrs,farmer,,,,,
21-Feb,Baltimore,35-39yrs,epidemiologist,,,,,
21-Feb,Boston,35-39yrs,pilot,,,,,
21-Feb,Boston,35-39yrs,farmer,,,,,
21-Feb,Chicago,35-39yrs,pilot,,,,,
21-Feb,Chicago,35-39yrs,farmer,,,,,
21-Feb,London,35-39yrs,surgeon,,,,,
21-Feb,London,35-39yrs,pilot,,,,,
21-Feb,London,35-39yrs,farmer,,,,,
21-Feb,London,35-39yrs,epidemiologist,,,,,
21-Feb,New York,35-39yrs,surgeon,,,,,
21-Feb,New York,35-39yrs,pilot,,,,,
21-Feb,New York,35-39yrs,farmer,,,,,
21-Feb,New York,35-39yrs,epidemiologist,,,,,
21-Feb,Philadelphia,35-39yrs,surgeon,,,,,
21-Feb,Philadelphia,35-39yrs,pilot,,,,,
21-Feb,Philadelphia,35-39yrs,epidemiologist,,,,,
21-Feb,Tokyo,35-39yrs,pilot,,,,,
21-Feb,Tokyo,35-39yrs,farmer,,,,,
21-Feb,Washington D.C.,35-39yrs,surgeon,,,,,
21-Feb,Washington D.C.,35-39yrs,astronaut,,,,,
21-Feb,Washington D.C.,35-39yrs,pilot,,,,,
21-Feb,Washington D.C.,35-39yrs,farmer,,,,,
21-Feb,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Jan,Baltimore,35-39yrs,surgeon,,,,,
21-Jan,Baltimore,35-39yrs,pilot,,,,,
21-Jan,Baltimore,35-39yrs,farmer,,,,,
21-Jan,Baltimore,35-39yrs,epidemiologist,,,,,
21-Jan,Boston,35-39yrs,pilot,,,,,
21-Jan,Boston,35-39yrs,farmer,,,,,
21-Jan,Boston,35-39yrs,epidemiologist,,,,,
21-Jan,Chicago,35-39yrs,pilot,,,,,
21-Jan,Chicago,35-39yrs,farmer,,,,,
21-Jan,Chicago,35-39yrs,epidemiologist,,,,,
21-Jan,London,35-39yrs,surgeon,,,,,
21-Jan,London,35-39yrs,pilot,,,,,
21-Jan,London,35-39yrs,farmer,,,,,
21-Jan,London,35-39yrs,epidemiologist,,,,,
21-Jan,New York,35-39yrs,surgeon,,,,,
21-Jan,New York,35-39yrs,pilot,,,,,
21-Jan,New York,35-39yrs,farmer,,,,,
21-Jan,New York,35-39yrs,epidemiologist,,,,,
21-Jan,Philadelphia,35-39yrs,surgeon,,,,,
21-Jan,Philadelphia,35-39yrs,pilot,,,,,
21-Jan,Philadelphia,35-39yrs,epidemiologist,,,,,
21-Jan,Tokyo,35-39yrs,pilot,,,,,
21-Jan,Tokyo,35-39yrs,farmer,,,,,
21-Jan,Tokyo,35-39yrs,epidemiologist,,,,,
21-Jan,Washington D.C.,35-39yrs,surgeon,,,,,
21-Jan,Washington D.C.,35-39yrs,pilot,,,,,
21-Jan,Washington D.C.,35-39yrs,farmer,,,,,
21-Jan,Washington D.C.,35-39yrs,epidemiologist,,,,,
20-Dec,Baltimore,35-39yrs,surgeon,,,,,
20-Dec,Baltimore,35-39yrs,pilot,,,,,
20-Dec,Baltimore,35-39yrs,farmer,,,,,
20-Dec,Baltimore,35-39yrs,epidemiologist,,,,,
20-Dec,Boston,35-39yrs,pilot,,,,,
20-Dec,Boston,35-39yrs,farmer,,,,,
20-Dec,Boston,35-39yrs,epidemiologist,,,,,
20-Dec,Chicago,35-39yrs,pilot,,,,,
20-Dec,Chicago,35-39yrs,farmer,,,,,
20-Dec,London,35-39yrs,surgeon,,,,,
20-Dec,London,35-39yrs,pilot,,,,,
20-Dec,London,35-39yrs,farmer,,,,,
20-Dec,New York,35-39yrs,surgeon,,,,,
20-Dec,New York,35-39yrs,pilot,,,,,
20-Dec,New York,35-39yrs,farmer,,,,,
20-Dec,New York,35-39yrs,epidemiologist,,,,,
20-Dec,Philadelphia,35-39yrs,surgeon,,,,,
20-Dec,Philadelphia,35-39yrs,pilot,,,,,
20-Dec,Philadelphia,35-39yrs,farmer,,,,1,
20-Dec,Philadelphia,35-39yrs,epidemiologist,,,,,
20-Dec,Tokyo,35-39yrs,pilot,,,,,
20-Dec,Tokyo,35-39yrs,farmer,,,,,
20-Dec,Tokyo,35-39yrs,epidemiologist,,,,,
20-Dec,Washington D.C.,35-39yrs,surgeon,,,,,
20-Dec,Washington D.C.,35-39yrs,pilot,,,,,
20-Dec,Washington D.C.,35-39yrs,farmer,,,,,
20-Dec,Washington D.C.,35-39yrs,epidemiologist,,,,,
20-Nov,Baltimore,35-39yrs,surgeon,,,,,
20-Nov,Baltimore,35-39yrs,pilot,,,,,
20-Nov,Baltimore,35-39yrs,farmer,,,,,
20-Nov,Baltimore,35-39yrs,epidemiologist,,,,,
20-Nov,Boston,35-39yrs,pilot,,,,,
20-Nov,Boston,35-39yrs,farmer,,,,,
20-Nov,Chicago,35-39yrs,pilot,,,,,
20-Nov,Chicago,35-39yrs,farmer,,,,,
20-Nov,London,35-39yrs,pilot,,,,,
20-Nov,London,35-39yrs,farmer,,,,,
20-Nov,New York,35-39yrs,surgeon,,,,,
20-Nov,New York,35-39yrs,pilot,,,,,
20-Nov,New York,35-39yrs,farmer,,,,,
20-Nov,New York,35-39yrs,epidemiologist,,,,,
20-Nov,Philadelphia,35-39yrs,surgeon,,,,,
20-Nov,Philadelphia,35-39yrs,pilot,,,,,
20-Nov,Philadelphia,35-39yrs,farmer,,,,,
20-Nov,Tokyo,35-39yrs,pilot,,,,,
20-Nov,Tokyo,35-39yrs,farmer,,,,,
20-Nov,Tokyo,35-39yrs,epidemiologist,,,1,,
20-Nov,Washington D.C.,35-39yrs,surgeon,,,,,
20-Nov,Washington D.C.,35-39yrs,pilot,,,,,
20-Nov,Washington D.C.,35-39yrs,farmer,,,,,
20-Nov,Washington D.C.,35-39yrs,epidemiologist,,,,,
20-Oct,Baltimore,35-39yrs,surgeon,,,,,
20-Oct,Baltimore,35-39yrs,pilot,,,,,
20-Oct,Baltimore,35-39yrs,farmer,,,,,
20-Oct,Baltimore,35-39yrs,epidemiologist,,,,,
20-Oct,Boston,35-39yrs,astronaut,,,,,
20-Oct,Boston,35-39yrs,pilot,,,,,
20-Oct,Boston,35-39yrs,farmer,,,,,
20-Oct,Boston,35-39yrs,epidemiologist,,,,,
20-Oct,Chicago,35-39yrs,pilot,,,,,
20-Oct,Chicago,35-39yrs,farmer,,,,,
20-Oct,Chicago,35-39yrs,epidemiologist,,,,1,
20-Oct,London,35-39yrs,surgeon,,,,,
20-Oct,London,35-39yrs,astronaut,,,,,
20-Oct,London,35-39yrs,pilot,,,,,
20-Oct,London,35-39yrs,farmer,,,,,
20-Oct,London,35-39yrs,epidemiologist,,,,,
20-Oct,New York,35-39yrs,surgeon,,,,,
20-Oct,New York,35-39yrs,pilot,,,,,
20-Oct,New York,35-39yrs,farmer,,,,,
20-Oct,New York,35-39yrs,epidemiologist,,,,,
20-Oct,Philadelphia,35-39yrs,pilot,,,,,
20-Oct,Philadelphia,35-39yrs,epidemiologist,,,,,
20-Oct,Tokyo,35-39yrs,surgeon,,,,,
20-Oct,Tokyo,35-39yrs,astronaut,,,,,
20-Oct,Tokyo,35-39yrs,pilot,,,,,
20-Oct,Tokyo,35-39yrs,farmer,,,,,
20-Oct,Tokyo,35-39yrs,epidemiologist,,,,,
20-Oct,Washington D.C.,35-39yrs,surgeon,,,,,
20-Oct,Washington D.C.,35-39yrs,astronaut,,,,,
20-Oct,Washington D.C.,35-39yrs,pilot,,,,,
20-Oct,Washington D.C.,35-39yrs,farmer,,,,,
20-Oct,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Sep,Baltimore,40-44yrs,surgeon,,,,,
21-Sep,Baltimore,40-44yrs,astronaut,,,,,
21-Sep,Baltimore,40-44yrs,pilot,,,,,
21-Sep,Baltimore,40-44yrs,farmer,,,,,
21-Sep,Baltimore,40-44yrs,epidemiologist,,,,,
21-Sep,Boston,40-44yrs,surgeon,,,,,
21-Sep,Boston,40-44yrs,astronaut,,,,,
21-Sep,Boston,40-44yrs,pilot,,,,,
21-Sep,Boston,40-44yrs,farmer,,,,,
21-Sep,Boston,40-44yrs,epidemiologist,,,,,
21-Sep,Chicago,40-44yrs,pilot,,,,,
21-Sep,Chicago,40-44yrs,farmer,,,,,
21-Sep,Chicago,40-44yrs,epidemiologist,,,,,
21-Sep,London,40-44yrs,surgeon,,,,,
21-Sep,London,40-44yrs,astronaut,,,,,
21-Sep,London,40-44yrs,pilot,,,,,
21-Sep,London,40-44yrs,farmer,,,,,
21-Sep,London,40-44yrs,epidemiologist,,,,,
21-Sep,New York,40-44yrs,surgeon,,,,,
21-Sep,New York,40-44yrs,astronaut,,,,,
21-Sep,New York,40-44yrs,pilot,,,,,
21-Sep,New York,40-44yrs,farmer,,,,,
21-Sep,New York,40-44yrs,epidemiologist,,,,,
21-Sep,Philadelphia,40-44yrs,surgeon,,,,,
21-Sep,Philadelphia,40-44yrs,astronaut,,,,,
21-Sep,Philadelphia,40-44yrs,pilot,,,,,
21-Sep,Philadelphia,40-44yrs,farmer,,,,,
21-Sep,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Sep,Tokyo,40-44yrs,astronaut,,,,,
21-Sep,Tokyo,40-44yrs,pilot,,,,,
21-Sep,Tokyo,40-44yrs,farmer,,,,,
21-Sep,Tokyo,40-44yrs,epidemiologist,,,,,
21-Sep,Washington D.C.,40-44yrs,surgeon,,,,,
21-Sep,Washington D.C.,40-44yrs,astronaut,,,,,
21-Sep,Washington D.C.,40-44yrs,pilot,,,,,
21-Sep,Washington D.C.,40-44yrs,farmer,,,,,
21-Sep,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Aug,Baltimore,40-44yrs,surgeon,,,,,
21-Aug,Baltimore,40-44yrs,astronaut,,,,,
21-Aug,Baltimore,40-44yrs,pilot,,,,,
21-Aug,Baltimore,40-44yrs,farmer,,,,,
21-Aug,Baltimore,40-44yrs,epidemiologist,,,,,
21-Aug,Boston,40-44yrs,surgeon,,,,,
21-Aug,Boston,40-44yrs,astronaut,,,,,
21-Aug,Boston,40-44yrs,pilot,,,,,
21-Aug,Boston,40-44yrs,farmer,,,,,
21-Aug,Boston,40-44yrs,epidemiologist,,,,,
21-Aug,Chicago,40-44yrs,pilot,,,,,
21-Aug,Chicago,40-44yrs,farmer,,,,,
21-Aug,Chicago,40-44yrs,epidemiologist,,,,,
21-Aug,London,40-44yrs,surgeon,,,,,
21-Aug,London,40-44yrs,astronaut,,,,,
21-Aug,London,40-44yrs,pilot,,,,,
21-Aug,London,40-44yrs,farmer,,,,,
21-Aug,London,40-44yrs,epidemiologist,,,,,
21-Aug,New York,40-44yrs,pilot,,,,,
21-Aug,New York,40-44yrs,farmer,,,,,
21-Aug,New York,40-44yrs,epidemiologist,,,,,
21-Aug,Philadelphia,40-44yrs,surgeon,,,,,
21-Aug,Philadelphia,40-44yrs,astronaut,,,,,
21-Aug,Philadelphia,40-44yrs,pilot,,,,,
21-Aug,Philadelphia,40-44yrs,farmer,,,,,
21-Aug,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Aug,Tokyo,40-44yrs,pilot,,,,,
21-Aug,Tokyo,40-44yrs,farmer,,,,,
21-Aug,Tokyo,40-44yrs,epidemiologist,,,,,
21-Aug,Washington D.C.,40-44yrs,surgeon,,,,,
21-Aug,Washington D.C.,40-44yrs,astronaut,,,,,
21-Aug,Washington D.C.,40-44yrs,pilot,,,,,
21-Aug,Washington D.C.,40-44yrs,farmer,,,,,
21-Aug,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Jul,Baltimore,40-44yrs,surgeon,,,,,
21-Jul,Baltimore,40-44yrs,astronaut,,,,,
21-Jul,Baltimore,40-44yrs,pilot,,,,,
21-Jul,Baltimore,40-44yrs,farmer,,,,,
21-Jul,Baltimore,40-44yrs,epidemiologist,,,,,
21-Jul,Boston,40-44yrs,surgeon,,,,,
21-Jul,Boston,40-44yrs,astronaut,,,,,
21-Jul,Boston,40-44yrs,pilot,,,,,
21-Jul,Boston,40-44yrs,farmer,,,,,
21-Jul,Boston,40-44yrs,epidemiologist,,,,,
21-Jul,Chicago,40-44yrs,pilot,,,,,
21-Jul,Chicago,40-44yrs,farmer,,,,,
21-Jul,London,40-44yrs,surgeon,,,1,,
21-Jul,London,40-44yrs,astronaut,,,,,
21-Jul,London,40-44yrs,pilot,,,,,
21-Jul,London,40-44yrs,farmer,,,,,
21-Jul,London,40-44yrs,epidemiologist,,,,,
21-Jul,New York,40-44yrs,surgeon,,,,,
21-Jul,New York,40-44yrs,pilot,,,,,
21-Jul,New York,40-44yrs,farmer,,,,,
21-Jul,New York,40-44yrs,epidemiologist,,,,,
21-Jul,Philadelphia,40-44yrs,astronaut,,,,,
21-Jul,Philadelphia,40-44yrs,pilot,,,,,
21-Jul,Philadelphia,40-44yrs,farmer,,,3,,
21-Jul,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Jul,Tokyo,40-44yrs,pilot,,,,,
21-Jul,Tokyo,40-44yrs,farmer,,,,,
21-Jul,Tokyo,40-44yrs,epidemiologist,,,,,
21-Jul,Washington D.C.,40-44yrs,surgeon,,,,,
21-Jul,Washington D.C.,40-44yrs,astronaut,,,,,
21-Jul,Washington D.C.,40-44yrs,pilot,,,,,
21-Jul,Washington D.C.,40-44yrs,farmer,,,,,
21-Jul,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Jun,Baltimore,40-44yrs,surgeon,,,,,
21-Jun,Baltimore,40-44yrs,astronaut,,,,,
21-Jun,Baltimore,40-44yrs,pilot,,,,,
21-Jun,Baltimore,40-44yrs,farmer,,,,,
21-Jun,Baltimore,40-44yrs,epidemiologist,,,,,
21-Jun,Boston,40-44yrs,astronaut,,,,,
21-Jun,Boston,40-44yrs,pilot,,,,,
21-Jun,Boston,40-44yrs,farmer,,,,,
21-Jun,Boston,40-44yrs,epidemiologist,,,,,
21-Jun,Chicago,40-44yrs,pilot,,,,,
21-Jun,Chicago,40-44yrs,farmer,,,,,
21-Jun,Chicago,40-44yrs,epidemiologist,,,,,
21-Jun,London,40-44yrs,surgeon,,,,,
21-Jun,London,40-44yrs,astronaut,,,,,
21-Jun,London,40-44yrs,pilot,,,,,
21-Jun,London,40-44yrs,farmer,,,,,
21-Jun,London,40-44yrs,epidemiologist,,,,,
21-Jun,New York,40-44yrs,surgeon,,,,,
21-Jun,New York,40-44yrs,astronaut,,,,,
21-Jun,New York,40-44yrs,pilot,,,,,
21-Jun,New York,40-44yrs,farmer,,,,,
21-Jun,New York,40-44yrs,epidemiologist,,,,,
21-Jun,Philadelphia,40-44yrs,surgeon,,,,,
21-Jun,Philadelphia,40-44yrs,pilot,,,,,
21-Jun,Philadelphia,40-44yrs,farmer,,,1,1,
21-Jun,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Jun,Tokyo,40-44yrs,pilot,,,,,
21-Jun,Tokyo,40-44yrs,farmer,,,,,
21-Jun,Tokyo,40-44yrs,epidemiologist,,,,,
21-Jun,Washington D.C.,40-44yrs,surgeon,,,,,
21-Jun,Washington D.C.,40-44yrs,astronaut,,,,,
21-Jun,Washington D.C.,40-44yrs,pilot,,,,,
21-Jun,Washington D.C.,40-44yrs,farmer,,,,,
21-Jun,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-May,Baltimore,40-44yrs,surgeon,,,,,
21-May,Baltimore,40-44yrs,astronaut,,,,,
21-May,Baltimore,40-44yrs,pilot,,,,,
21-May,Baltimore,40-44yrs,farmer,,,,,
21-May,Baltimore,40-44yrs,epidemiologist,,,,,
21-May,Boston,40-44yrs,astronaut,,,,,
21-May,Boston,40-44yrs,pilot,,,,,
21-May,Boston,40-44yrs,farmer,,,,,
21-May,Boston,40-44yrs,epidemiologist,,,,,
21-May,Chicago,40-44yrs,surgeon,,,,,
21-May,Chicago,40-44yrs,astronaut,,,,,
21-May,Chicago,40-44yrs,pilot,,,,,
21-May,Chicago,40-44yrs,farmer,,,,,
21-May,Chicago,40-44yrs,epidemiologist,,,,,
21-May,London,40-44yrs,surgeon,,,,,
21-May,London,40-44yrs,astronaut,,,,,
21-May,London,40-44yrs,pilot,,,,,
21-May,London,40-44yrs,farmer,,,,,
21-May,London,40-44yrs,epidemiologist,,,,,
21-May,New York,40-44yrs,surgeon,,,,,
21-May,New York,40-44yrs,astronaut,,,,,
21-May,New York,40-44yrs,pilot,,,,,
21-May,New York,40-44yrs,farmer,,,,,
21-May,New York,40-44yrs,epidemiologist,,,,,
21-May,Philadelphia,40-44yrs,surgeon,,,,,
21-May,Philadelphia,40-44yrs,astronaut,,,,,
21-May,Philadelphia,40-44yrs,pilot,,,,,
21-May,Philadelphia,40-44yrs,farmer,,,,,
21-May,Philadelphia,40-44yrs,epidemiologist,,,,,
21-May,Tokyo,40-44yrs,pilot,,,,,
21-May,Tokyo,40-44yrs,farmer,,,,,
21-May,Tokyo,40-44yrs,epidemiologist,,,,,
21-May,Washington D.C.,40-44yrs,surgeon,,,,,
21-May,Washington D.C.,40-44yrs,astronaut,,,,,
21-May,Washington D.C.,40-44yrs,pilot,,,,,
21-May,Washington D.C.,40-44yrs,farmer,,,,,
21-May,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Apr,Baltimore,40-44yrs,surgeon,,,,,
21-Apr,Baltimore,40-44yrs,astronaut,,,,,
21-Apr,Baltimore,40-44yrs,pilot,,,,,
21-Apr,Baltimore,40-44yrs,farmer,,,,,
21-Apr,Baltimore,40-44yrs,epidemiologist,,,,,
21-Apr,Boston,40-44yrs,pilot,,,,,
21-Apr,Boston,40-44yrs,farmer,,,,,
21-Apr,Boston,40-44yrs,epidemiologist,,,,,
21-Apr,Chicago,40-44yrs,surgeon,,,,,
21-Apr,Chicago,40-44yrs,astronaut,,,,,
21-Apr,Chicago,40-44yrs,pilot,,,,,
21-Apr,Chicago,40-44yrs,farmer,,,,,
21-Apr,Chicago,40-44yrs,epidemiologist,,,,,
21-Apr,London,40-44yrs,surgeon,,,,,
21-Apr,London,40-44yrs,pilot,,,,,
21-Apr,London,40-44yrs,farmer,,,,,
21-Apr,London,40-44yrs,epidemiologist,,,,,
21-Apr,New York,40-44yrs,surgeon,,,,,
21-Apr,New York,40-44yrs,pilot,,,,,
21-Apr,New York,40-44yrs,farmer,,,,,
21-Apr,New York,40-44yrs,epidemiologist,,,,,
21-Apr,Philadelphia,40-44yrs,pilot,,,,,
21-Apr,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Apr,Tokyo,40-44yrs,pilot,,,,,
21-Apr,Tokyo,40-44yrs,farmer,,,,,
21-Apr,Tokyo,40-44yrs,epidemiologist,,,,,
21-Apr,Washington D.C.,40-44yrs,surgeon,,,,,
21-Apr,Washington D.C.,40-44yrs,astronaut,,,,,
21-Apr,Washington D.C.,40-44yrs,pilot,,,,,
21-Apr,Washington D.C.,40-44yrs,farmer,,,,,
21-Apr,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Mar,Baltimore,40-44yrs,surgeon,,,,,
21-Mar,Baltimore,40-44yrs,astronaut,,,,,
21-Mar,Baltimore,40-44yrs,pilot,,,,,
21-Mar,Baltimore,40-44yrs,farmer,,,,,
21-Mar,Baltimore,40-44yrs,epidemiologist,,,,,
21-Mar,Boston,40-44yrs,pilot,,,,,
21-Mar,Boston,40-44yrs,farmer,,,,,
21-Mar,Chicago,40-44yrs,pilot,,,,,
21-Mar,Chicago,40-44yrs,farmer,,,,,
21-Mar,Chicago,40-44yrs,epidemiologist,,,1,,
21-Mar,London,40-44yrs,surgeon,,,,,
21-Mar,London,40-44yrs,astronaut,,,,,
21-Mar,London,40-44yrs,pilot,,,,,
21-Mar,London,40-44yrs,farmer,,,,,
21-Mar,London,40-44yrs,epidemiologist,,,,,
21-Mar,New York,40-44yrs,astronaut,,,,,
21-Mar,New York,40-44yrs,pilot,,,,,
21-Mar,New York,40-44yrs,farmer,,,,,
21-Mar,New York,40-44yrs,epidemiologist,,,,,
21-Mar,Philadelphia,40-44yrs,surgeon,,,,,
21-Mar,Philadelphia,40-44yrs,astronaut,,,,,
21-Mar,Philadelphia,40-44yrs,pilot,,,,,
21-Mar,Philadelphia,40-44yrs,farmer,,,,,
21-Mar,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Mar,Tokyo,40-44yrs,pilot,,,,,
21-Mar,Washington D.C.,40-44yrs,surgeon,,,,,
21-Mar,Washington D.C.,40-44yrs,astronaut,,,,,
21-Mar,Washington D.C.,40-44yrs,pilot,,,,,
21-Mar,Washington D.C.,40-44yrs,farmer,,,,,
21-Mar,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Feb,Baltimore,40-44yrs,surgeon,,,,,
21-Feb,Baltimore,40-44yrs,astronaut,,,,,
21-Feb,Baltimore,40-44yrs,pilot,,,,,
21-Feb,Baltimore,40-44yrs,farmer,,,,,
21-Feb,Baltimore,40-44yrs,epidemiologist,,,,,
21-Feb,Boston,40-44yrs,pilot,,,,,
21-Feb,Boston,40-44yrs,farmer,,,,,
21-Feb,Boston,40-44yrs,epidemiologist,,,,1,
21-Feb,Chicago,40-44yrs,pilot,,,,,
21-Feb,Chicago,40-44yrs,farmer,,,,,
21-Feb,London,40-44yrs,surgeon,,,,,
21-Feb,London,40-44yrs,astronaut,,,,,
21-Feb,London,40-44yrs,pilot,,,,,
21-Feb,London,40-44yrs,farmer,,,,,
21-Feb,London,40-44yrs,epidemiologist,,,,,
21-Feb,New York,40-44yrs,surgeon,,,,,
21-Feb,New York,40-44yrs,pilot,,,,,
21-Feb,New York,40-44yrs,farmer,,,,,
21-Feb,New York,40-44yrs,epidemiologist,,,,,
21-Feb,Philadelphia,40-44yrs,surgeon,,,,,
21-Feb,Philadelphia,40-44yrs,astronaut,,,,,
21-Feb,Philadelphia,40-44yrs,pilot,,,,,
21-Feb,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Feb,Tokyo,40-44yrs,pilot,,,,,
21-Feb,Tokyo,40-44yrs,farmer,,,,,
21-Feb,Tokyo,40-44yrs,epidemiologist,,,,,
21-Feb,Washington D.C.,40-44yrs,surgeon,,,,,
21-Feb,Washington D.C.,40-44yrs,astronaut,,,,,
21-Feb,Washington D.C.,40-44yrs,pilot,,,,,
21-Feb,Washington D.C.,40-44yrs,farmer,,,,,
21-Feb,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Jan,Baltimore,40-44yrs,surgeon,,,,,
21-Jan,Baltimore,40-44yrs,astronaut,,,,,
21-Jan,Baltimore,40-44yrs,pilot,,,,,
21-Jan,Baltimore,40-44yrs,farmer,,,,,
21-Jan,Baltimore,40-44yrs,epidemiologist,,,,,
21-Jan,Boston,40-44yrs,pilot,,,,,
21-Jan,Boston,40-44yrs,farmer,,,,,
21-Jan,Boston,40-44yrs,epidemiologist,,,,,
21-Jan,Chicago,40-44yrs,astronaut,,,,,
21-Jan,Chicago,40-44yrs,pilot,,,,,
21-Jan,Chicago,40-44yrs,farmer,,,,,
21-Jan,Chicago,40-44yrs,epidemiologist,,,,,
21-Jan,London,40-44yrs,surgeon,,,,,
21-Jan,London,40-44yrs,pilot,,,,,
21-Jan,London,40-44yrs,farmer,,,,,
21-Jan,London,40-44yrs,epidemiologist,,,,,
21-Jan,New York,40-44yrs,surgeon,,,,,
21-Jan,New York,40-44yrs,pilot,,,,,
21-Jan,New York,40-44yrs,farmer,,,,,
21-Jan,New York,40-44yrs,epidemiologist,,,,,
21-Jan,Philadelphia,40-44yrs,surgeon,,,,,
21-Jan,Philadelphia,40-44yrs,pilot,,,,,
21-Jan,Philadelphia,40-44yrs,epidemiologist,,,,,
21-Jan,Tokyo,40-44yrs,surgeon,,,,,
21-Jan,Tokyo,40-44yrs,pilot,,,,,
21-Jan,Tokyo,40-44yrs,farmer,,,,,
21-Jan,Tokyo,40-44yrs,epidemiologist,,,,,
21-Jan,Washington D.C.,40-44yrs,surgeon,,,,,
21-Jan,Washington D.C.,40-44yrs,astronaut,,,1,1,
21-Jan,Washington D.C.,40-44yrs,pilot,,,,,
